,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
526,il-13,protein,p35225,nan,nan,nan,nan,nan,il-13r,protein,p78552,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc6174845', 'pmc6174845', 'pmc6174845', 'pmc6174845']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
337,cd86,protein,p42081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ctla-4,protein,p16410,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7920435', 'pmc10505960', 'pmc7920435', 'pmc10505960']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
636,immune response,biological process,go:0006955,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc5837988', 'pmc7727716', 'pmc5837988', 'pmc7727716']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
607,il13r,protein,p78552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,il13,protein,p35225,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc10035515', 'pmc10035515', 'pmc10035515', 'pmc10035515']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
332,cd80,protein,p33681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ctla-4,protein,p16410,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7920435', 'pmc10505960', 'pmc7920435', 'pmc10505960']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
221,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,car-t,protein,q16568,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8864095', 'pmc8920845', 'pmc8864095', 'pmc8920845']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
621,il6,protein,p05231,nan,nan,nan,nan,nan,crs,protein,q15672,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc10468803', 'pmc8437938', 'pmc10468803', 'pmc8437938']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
307,cd5,protein,p06127,nan,nan,nan,nan,nan,cd7,protein,p09564,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8948246', 'pmc8948246', 'pmc8948246', 'pmc8948246']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
305,cd47,protein,q08722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sirp,protein,p78324,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8811602', 'pmc8811602', 'pmc8811602', 'pmc8811602']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
299,cd40,protein,p25942,nan,nan,nan,nan,nan,cd40l,protein,p29965,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc9841868', 'pmc4395796', 'pmc9841868', 'pmc4395796']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
327,cd7,protein,p09564,nan,nan,nan,nan,nan,cd5,protein,p06127,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8948246', 'pmc8948246', 'pmc8948246', 'pmc8948246']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
606,il13r,protein,p78552,nan,nan,nan,nan,nan,il13,protein,p35225,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc10035515', 'pmc10035515', 'pmc10035515', 'pmc10035515']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
692,lck,protein,p06239,nan,nan,nan,nan,nan,csk,protein,p41240,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc6929154', 'pmc6929154', 'pmc6929154', 'pmc6929154']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
153,cart,protein,q16568,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc9868136', 'pmc5995247', 'pmc9868136', 'pmc5995247']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
58,april,protein,o75888,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc6423312', 'pmc6423312', 'pmc6423312', 'pmc6423312']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
59,april,protein,o75888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc10504087', 'pmc10504087', 'pmc10504087', 'pmc10504087']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
913,tim-3,protein,q8tdq0,nan,nan,nan,nan,nan,gal-9,protein,o00182,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8391477', 'pmc8391477', 'pmc8391477', 'pmc8391477']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
846,sirpa,protein,p78324,nan,nan,nan,nan,nan,cd47,protein,q08722,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc9905824', 'pmc9905824', 'pmc9905824', 'pmc9905824']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
633,immune response,biological process,go:0006955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7607631', 'pmc9961031', 'pmc7607631', 'pmc9961031']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
91,bcma,protein,q02223,nan,nan,nan,nan,nan,baff,protein,q9y275,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc9317279', 'pmc9317279', 'pmc9317279', 'pmc9317279']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
69,baff,protein,q9y275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7352710', 'pmc7352710', 'pmc7352710', 'pmc7352710']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
847,sirpalpha,protein,p78324,nan,nan,nan,nan,nan,cd47,protein,q08722,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8811602', 'pmc8811602', 'pmc8811602', 'pmc8811602']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
209,cd19,protein,p15391,nan,nan,nan,nan,nan,all,protein,p11274,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8592274', 'pmc7926700', 'pmc8592274', 'pmc7926700']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
73,baff-r,protein,q96rj3,nan,nan,nan,nan,nan,cd19-,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8983465', 'pmc8983465', 'pmc8983465', 'pmc8983465']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
210,cd19,protein,p15391,nan,nan,nan,nan,nan,baff-r,protein,q96rj3,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8983465', 'pmc8983465', 'pmc8983465', 'pmc8983465']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
886,tbk1,protein,q9uhd2,nan,nan,nan,nan,nan,sting,protein,q86wv6,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7745059', 'pmc7745059', 'pmc7745059', 'pmc7745059']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
883,taci,protein,o14836,nan,nan,nan,nan,nan,april,protein,o75888,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc8085238', 'pmc8085238', 'pmc8085238', 'pmc8085238']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
158,cart,protein,q16568,nan,nan,nan,nan,nan,il-15,protein,p40933,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc6940894', 'pmc5767585', 'pmc6940894', 'pmc5767585']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
869,sting,protein,q86wv6,nan,nan,nan,nan,nan,tbk1,protein,q9uhd2,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['pmc7745059', 'pmc7745059', 'pmc7745059', 'pmc7745059']","['nan', 'nan', 'nan', 'nan']",4,0.1,40,1,40.4
947,tyk2,protein,p29597,nan,nan,nan,nan,nan,il15,protein,p40933,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc8904293', 'pmc8904293', 'pmc8904293']","['nan', 'nan', 'nan']",3,0.1,40,1,40.3
45,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,fasl,protein,p48023,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc5615327', 'pmc6739330', 'pmc8396358']","['nan', 'nan', 'nan']",3,0.1,40,1,40.3
639,immunity,biological process,go:0006955,nan,nan,nan,nan,nan,cd4,protein,p01730,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc3654581', 'pmc10288912', 'pmc8016106']","['nan', 'nan', 'nan']",3,0.1,40,1,40.3
844,signaling pathway,biological process,go:0007165,nan,nan,nan,nan,nan,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc6021366', 'pmc3264628', 'pmc9961031']","['nan', 'nan', 'nan']",3,0.1,40,1,40.3
52,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bcl-2,protein,p10415,nan,nan,i,"['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['pmc7827522', 'pmc8398498', 'pmc8398498']","['nan', 'nan', 'nan']",3,0.1,40,1,40.3
134,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,her-2,protein,p04626,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8790321', 'pmc8790321']","['nan', 'nan']",2,0.1,40,1,40.2
762,nlrp3,protein,q96p20,nan,nan,nan,nan,nan,caspase-1,protein,p29466,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8191503', 'pmc8191503']","['nan', 'nan']",2,0.1,40,1,40.2
675,jak2,protein,o60674,nan,nan,nan,nan,nan,ptp1b,protein,p18031,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8904293', 'pmc8904293']","['nan', 'nan']",2,0.1,40,1,40.2
916,tim-3,protein,q8tdq0,nan,nan,nan,nan,nan,tnf,protein,p01375,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10098269', 'pmc10098269']","['nan', 'nan']",2,0.1,40,1,40.2
674,jak2,protein,o60674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ptp1b,protein,p18031,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8904293', 'pmc8904293']","['nan', 'nan']",2,0.1,40,1,40.2
136,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,prdm1,protein,o75626,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10257143', 'pmc10257143']","['nan', 'nan']",2,0.1,40,1,40.2
140,car-t,protein,q16568,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8472544', 'pmc8472544']","['nan', 'nan']",2,0.1,40,1,40.2
135,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,her2,protein,p04626,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc4673284', 'pmc4673284']","['nan', 'nan']",2,0.1,40,1,40.2
767,ox40,protein,p43489,nan,nan,nan,nan,nan,ox40l,protein,p23510,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8091475', 'pmc8091475']","['nan', 'nan']",2,0.1,40,1,40.2
495,ifn-gamma,protein,p01579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,il-6,protein,p05231,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8018404', 'pmc8018404']","['nan', 'nan']",2,0.1,40,1,40.2
589,il-6,protein,p05231,nan,nan,nan,nan,nan,mcp-1,protein,p13500,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10378049', 'pmc10378049']","['nan', 'nan']",2,0.1,40,1,40.2
139,car-t,protein,q16568,nan,nan,nan,nan,nan,4-1bb,protein,q07011,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9729744', 'pmc9729744']","['nan', 'nan']",2,0.1,40,1,40.2
832,shp-2,protein,q06124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6558778', 'pmc6558778']","['nan', 'nan']",2,0.1,40,1,40.2
148,car-t,protein,q16568,nan,nan,nan,nan,nan,il-7,protein,p13232,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9307822', 'pmc9307822']","['nan', 'nan']",2,0.1,40,1,40.2
145,car-t,protein,q16568,nan,nan,nan,nan,nan,cd70,protein,p32970,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8753449', 'pmc10264288']","['nan', 'nan']",2,0.1,40,1,40.2
333,cd80,protein,p33681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cytotoxic t-lymphocyte associated protein 4,protein,p16410,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc5837988', 'pmc5837988']","['nan', 'nan']",2,0.1,40,1,40.2
785,pd-l1,protein,q9nzq7,nan,nan,nan,nan,nan,immune surveillance,biological process,go:0006955,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6109480', 'pmc6109480']","['nan', 'nan']",2,0.1,40,1,40.2
620,il6,protein,p05231,nan,nan,nan,nan,nan,cart,protein,q16568,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc5486173', 'pmc5486173']","['nan', 'nan']",2,0.1,40,1,40.2
667,irf3,protein,q14653,nan,nan,nan,nan,nan,sting,protein,q86wv6,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7745059', 'pmc7745059']","['nan', 'nan']",2,0.1,40,1,40.2
328,cd70,protein,p32970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd27,protein,p26842,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6558778', 'pmc6558778']","['nan', 'nan']",2,0.1,40,1,40.2
504,ikk2,protein,o14920,nan,nan,nan,nan,nan,ikk1,protein,o15111,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8832753', 'pmc8832753']","['nan', 'nan']",2,0.1,40,1,40.2
721,mice,protein,p31944,nan,nan,nan,nan,nan,il-17a,protein,q16552,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7333770', 'pmc7333770']","['nan', 'nan']",2,0.1,40,1,40.2
331,cd80,protein,p33681,nan,nan,nan,nan,nan,ctla-4,protein,p16410,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc4482147', 'pmc4482147']","['nan', 'nan']",2,0.1,40,1,40.2
157,cart,protein,q16568,nan,nan,nan,nan,nan,hla-g,protein,p17693,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8227123', 'pmc8227123']","['nan', 'nan']",2,0.1,40,1,40.2
152,car-t,protein,q16568,nan,nan,nan,nan,nan,slamf7,protein,q9nq25,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8327729', 'pmc8327729']","['nan', 'nan']",2,0.1,40,1,40.2
146,car-t,protein,q16568,nan,nan,nan,nan,nan,ctla-4,protein,p16410,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc4810120', 'pmc10055096']","['nan', 'nan']",2,0.1,40,1,40.2
778,pd-l1,protein,q9nzq7,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8548718', 'pmc4457995']","['nan', 'nan']",2,0.1,40,1,40.2
591,il-6,protein,p05231,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,crs,protein,q15672,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8133263', 'pmc8133263']","['nan', 'nan']",2,0.1,40,1,40.2
338,cd86,protein,p42081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cytotoxic t-lymphocyte associated protein 4,protein,p16410,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc5837988', 'pmc5837988']","['nan', 'nan']",2,0.1,40,1,40.2
685,killer,protein,o14763,nan,nan,nan,nan,nan,nkg2d,protein,p26718,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7341825', 'pmc7341825']","['nan', 'nan']",2,0.1,40,1,40.2
676,janus kinase 2,protein,o60674,nan,nan,nan,nan,nan,stat3,protein,p40763,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8750340', 'pmc8750340']","['nan', 'nan']",2,0.1,40,1,40.2
672,itam,protein family,pf02189,nan,nan,nan,nan,nan,lck,protein,p06239,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8575966', 'pmc9399690']","['nan', 'nan']",2,0.1,40,1,40.2
693,lck,protein,p06239,nan,nan,nan,nan,nan,fyn,protein,p06241,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9975250', 'pmc9975250']","['nan', 'nan']",2,0.1,40,1,40.2
498,ifng,protein,p01579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shp1,protein,p29350,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9846171', 'pmc9846171']","['nan', 'nan']",2,0.1,40,1,40.2
359,crs,protein,q15672,nan,nan,nan,nan,nan,il6,protein,p05231,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8050776', 'pmc8050776']","['nan', 'nan']",2,0.1,40,1,40.2
126,car,protein,p36575,nan,nan,nan,nan,nan,ccr4,protein,p51679,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8877886', 'pmc8877886']","['nan', 'nan']",2,0.1,40,1,40.2
133,car,protein,p36575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,crs,protein,q15672,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7226998', 'pmc7226998']","['nan', 'nan']",2,0.1,40,1,40.2
1,2b4,protein,q9bzw8,nan,nan,nan,nan,nan,nkg2d,protein,p26718,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8529192', 'pmc8529192']","['nan', 'nan']",2,0.1,40,1,40.2
478,her2,protein,p04626,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7607631', 'pmc7607631']","['nan', 'nan']",2,0.1,40,1,40.2
390,cxcr5,protein,p32302,nan,nan,nan,nan,nan,icos,protein,q9y6w8,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7000777', 'pmc7000777']","['nan', 'nan']",2,0.1,40,1,40.2
92,bcma,protein,q02223,nan,nan,nan,nan,nan,cd19,protein,p15391,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8198014', 'pmc8198014']","['nan', 'nan']",2,0.1,40,1,40.2
7,4-1bb,protein,q07011,nan,nan,nan,nan,nan,mice,protein,p31944,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6524286', 'pmc6524286']","['nan', 'nan']",2,0.1,40,1,40.2
95,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cart,protein,q16568,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7877347', 'pmc7877347']","['nan', 'nan']",2,0.1,40,1,40.2
395,dap12,protein,o43914,nan,nan,nan,nan,nan,trem2,protein,q9nzc2,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10413520', 'pmc10413520']","['nan', 'nan']",2,0.1,40,1,40.2
396,dc,protein,o43602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,il-6,protein,p05231,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8122391', 'pmc8122391']","['nan', 'nan']",2,0.1,40,1,40.2
96,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cd138,protein,p18827,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7352710', 'pmc7352710']","['nan', 'nan']",2,0.1,40,1,40.2
4,4-1bb,protein,q07011,nan,nan,nan,nan,nan,bcma,protein,q02223,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10504071', 'pmc9533140']","['nan', 'nan']",2,0.1,40,1,40.2
900,th1,protein,q8ixh7,nan,nan,nan,nan,nan,icos,protein,q9y6w8,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9496564', 'pmc8773791']","['nan', 'nan']",2,0.1,40,1,40.2
734,nck,protein,p16333,nan,nan,nan,nan,nan,zap-70,protein,p43403,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8005572', 'pmc8005572']","['nan', 'nan']",2,0.1,40,1,40.2
577,il-3,protein,p08700,nan,nan,nan,nan,nan,cd123,protein,p26951,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7697374', 'pmc7697374']","['nan', 'nan']",2,0.1,40,1,40.2
477,her2,protein,p04626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pd-l1,protein,q9nzq7,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7607631', 'pmc7607631']","['nan', 'nan']",2,0.1,40,1,40.2
476,her2,protein,p04626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,epidermal growth factor receptor,protein,p00533,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8508330', 'pmc8508330']","['nan', 'nan']",2,0.1,40,1,40.2
475,her2,protein,p04626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,car,protein,p36575,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6540776', 'pmc6540776']","['nan', 'nan']",2,0.1,40,1,40.2
2,4-1bb,protein,q07011,nan,nan,nan,nan,nan,4-1bb ligand,protein,p41273,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6524286', 'pmc6524286']","['nan', 'nan']",2,0.1,40,1,40.2
100,bcma,protein,q02223,nan,nan,nan,nan,nan,ox40,protein,p43489,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9986336', 'pmc8974082']","['nan', 'nan']",2,0.1,40,1,40.2
726,monocyte chemotactic protein 1,protein,p13500,nan,nan,nan,nan,nan,il-6,protein,p05231,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc6804784', 'pmc6804784']","['nan', 'nan']",2,0.1,40,1,40.2
745,nkg2d,protein,p26718,nan,nan,nan,nan,nan,2b4,protein,q9bzw8,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8529192', 'pmc8529192']","['nan', 'nan']",2,0.1,40,1,40.2
414,egfr,protein,p00533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,egf,protein,p01133,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc8331026', 'pmc8331026']","['nan', 'nan']",2,0.1,40,1,40.2
384,cxcl13,protein,o43927,nan,nan,nan,nan,nan,cxcr5,protein,p32302,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc9941136', 'pmc9941136']","['nan', 'nan']",2,0.1,40,1,40.2
130,car,protein,p36575,nan,nan,nan,nan,nan,crs,protein,q15672,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc10277551', 'pmc10277551']","['nan', 'nan']",2,0.1,40,1,40.2
129,car,protein,p36575,nan,nan,nan,nan,nan,cd40l,protein,p29965,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc7349474', 'pmc7349474']","['nan', 'nan']",2,0.1,40,1,40.2
758,nkg2d,protein,p26718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,killer,protein,o14763,nan,nan,i,"['nan', 'nan']","['nan', 'nan']","['pmc5767051', 'pmc5767051']","['nan', 'nan']",2,0.1,40,1,40.2
